Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month Number,Enrollment Month,Cancellation Year,Cancellation Month Number
678284,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,,Single,Star,"$1,918.12",Standard,2018,6,June,,
702482,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Star,"$1,918.12",Standard,2018,5,May,,
526508,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,"$1,940.98",Standard,2015,12,December,,
932748,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,"$1,940.98",Standard,2017,9,September,2018,5
488346,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,"$1,994.77",Standard,2018,12,December,,
748019,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,"$1,994.77",Standard,2013,3,March,,
874876,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$74,651.00",Single,Nova,"$7,840.17",2018 Promotion,2018,3,March,,
153884,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Divorced,Star,"$2,004.35",Standard,2015,6,June,,
260714,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Divorced,Star,"$2,004.35",Standard,2014,10,October,,
273243,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Divorced,Star,"$2,004.35",Standard,2018,6,June,,
399379,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Divorced,Star,"$2,004.35",Standard,2012,11,November,,
401956,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Divorced,Star,"$2,004.35",Standard,2016,9,September,2018,7
424837,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,"$2,004.35",Standard,2015,4,April,,
573897,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Divorced,Star,"$2,004.35",Standard,2014,12,December,,
574302,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Divorced,Star,"$2,004.35",Standard,2017,11,November,,
637721,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Divorced,Star,"$2,004.35",Standard,2017,5,May,,
880033,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Divorced,Star,"$2,004.35",Standard,2013,4,April,,
924787,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Star,"$2,004.35",Standard,2016,3,March,2018,12
370443,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,"$2,009.77",Standard,2014,8,August,2018,9
470022,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,"$2,009.77",Standard,2014,7,July,,
352170,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,"$2,030.78",Standard,2016,10,October,,
694915,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,"$2,030.78",Standard,2018,5,May,,
127663,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$2,034.99",Standard,2012,10,October,,
987921,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,"$2,034.99",Standard,2013,12,December,,
228748,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Star,"$2,050.62",Standard,2015,12,December,,
954453,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Star,"$2,050.62",Standard,2015,1,January,,
255546,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$2,063.39",Standard,2015,7,July,,
988307,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$2,063.39",Standard,2014,10,October,,
727873,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,"$2,064.46",Standard,2018,1,January,,
841249,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,"$2,064.46",Standard,2016,6,June,,
300465,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$2,064.70",Standard,2014,3,March,,
660768,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$2,064.70",Standard,2016,10,October,,
647041,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,"$2,086.61",Standard,2018,11,November,,
673301,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,"$2,086.61",Standard,2017,2,February,2018,9
102299,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Star,"$2,089.34",Standard,2015,7,July,,
483875,Canada,Quebec,Montreal,H3T 8L4,Male,College,,Single,Star,"$2,089.34",Standard,2018,11,November,,
520207,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,"$2,108.49",Standard,2013,11,November,,
547561,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,"$2,108.49",Standard,2016,3,March,,
590981,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,"$2,113.86",Standard,2017,6,June,,
769023,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,"$2,113.86",Standard,2014,7,July,2018,3
300676,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,"$2,114.74",Standard,2013,6,June,,
425779,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,"$2,117.99",Standard,2017,2,February,2017,10
879260,Canada,Ontario,Toronto,P1W 1K4,Female,Doctor,"$151,841.00",Married,Star,"$2,119.89",Standard,2018,11,November,,
366487,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$2,121.31",Standard,2015,3,March,,
659147,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,"$2,121.31",Standard,2014,7,July,,
796104,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,"$2,121.65",Standard,2017,6,June,,
142609,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,"$7,974.39",2018 Promotion,2018,4,April,,
440758,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Star,"$2,124.17",Standard,2015,3,March,2015,11
778952,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Star,"$2,124.17",Standard,2014,4,April,,
295423,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Star,"$2,127.92",Standard,2015,12,December,,
488872,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Divorced,Star,"$2,127.92",Standard,2013,2,February,,
444997,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,"$2,128.62",Standard,2013,11,November,,
890447,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,"$2,128.62",Standard,2015,8,August,,
130179,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Divorced,Star,"$2,129.06",Standard,2018,10,October,,
167587,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Divorced,Star,"$2,129.06",Standard,2015,8,August,,
495707,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,"$2,130.35",Standard,2017,8,August,,
431021,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,"$2,132.77",Standard,2015,6,June,,
928868,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,"$2,132.77",Standard,2013,2,February,,
140005,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Married,Star,"$2,141.75",Standard,2016,12,December,,
347733,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,"$2,141.75",Standard,2015,5,May,2016,1
187902,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,"$2,141.98",Standard,2017,4,April,,
539436,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,"$2,141.98",Standard,2014,8,August,,
298160,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$2,142.89",Standard,2018,10,October,,
709212,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,"$2,142.89",Standard,2013,8,August,2016,11
304620,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,"$2,144.92",Standard,2016,12,December,2017,8
798351,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Star,"$2,144.92",Standard,2012,5,May,,
196812,Canada,Quebec,Montreal,H3T 8L4,Female,College,,Single,Star,"$2,147.66",Standard,2018,12,December,,
749827,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,,Single,Star,"$2,147.66",Standard,2017,11,November,,
423035,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Single,Star,"$2,150.18",Standard,2015,7,July,,
726932,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Star,"$2,150.18",Standard,2016,6,June,,
654540,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$52,145.00",Married,Nova,"$8,032.40",2018 Promotion,2018,4,April,,
777514,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,"$2,150.91",Standard,2017,8,August,,
114638,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,"$2,152.08",Standard,2012,12,December,,
612795,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,"$2,152.08",Standard,2014,5,May,,
410544,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,"$2,154.07",Standard,2014,6,June,,
518210,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Single,Star,"$2,154.07",Standard,2015,10,October,2016,6
667356,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,"$2,155.21",Standard,2016,7,July,2017,3
842049,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$2,155.21",Standard,2014,9,September,,
430048,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,"$2,159.25",Standard,2013,1,January,,
608384,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,"$2,159.25",Standard,2012,5,May,,
397141,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Star,"$2,160.92",Standard,2013,9,September,,
758165,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$2,160.92",Standard,2018,12,December,,
200012,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Single,Star,"$2,161.69",Standard,2016,6,June,,
689909,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Star,"$2,161.69",Standard,2015,10,October,,
677141,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,"$2,162.42",Standard,2014,10,October,,
772952,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Star,"$2,162.42",Standard,2015,6,June,,
237729,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,"$2,163.87",Standard,2016,3,March,,
994285,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,"$2,163.87",Standard,2013,5,May,,
165443,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,"$2,167.33",Standard,2017,4,April,,
858669,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,"$2,167.33",Standard,2015,9,September,,
261787,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Star,"$2,168.52",Standard,2016,6,June,,
962011,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Single,Star,"$2,168.52",Standard,2015,4,April,,
514493,Canada,Quebec,Montreal,H2Y 2W2,Male,Master,"$92,439.00",Married,Star,"$2,174.11",Standard,2018,11,November,,
731510,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Master,"$92,439.00",Married,Star,"$2,174.11",Standard,2012,9,September,,
128210,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,"$2,175.62",Standard,2012,11,November,,
322193,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,"$2,175.62",Standard,2016,4,April,,
316308,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,"$2,175.74",Standard,2014,1,January,,
755367,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,"$2,175.74",Standard,2015,3,March,,
970639,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Single,Star,"$2,178.52",Standard,2017,6,June,,
688891,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$61,428.00",Single,Nova,"$8,093.90",2018 Promotion,2018,2,February,,
492575,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,"$2,179.43",Standard,2017,3,March,2017,11
879638,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,"$2,180.08",Standard,2013,1,January,2016,6
204111,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,"$2,188.66",Standard,2017,2,February,2017,10
270909,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,,Single,Star,"$2,188.66",Standard,2014,5,May,,
403893,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Star,"$2,189.64",Standard,2014,12,December,,
530833,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Star,"$2,189.64",Standard,2016,5,May,,
286388,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Star,"$2,191.13",Standard,2013,1,January,2014,6
329692,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,"$2,191.13",Standard,2012,9,September,,
571964,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$2,194.67",Standard,2013,5,May,,
892273,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Star,"$2,194.67",Standard,2012,9,September,,
127645,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$2,195.30",Standard,2016,4,April,,
342554,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Single,Star,"$2,195.30",Standard,2016,6,June,,
459683,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Star,"$2,195.91",Standard,2017,9,September,,
634727,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,"$2,195.91",Standard,2017,5,May,,
805377,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Star,"$2,199.52",Standard,2013,6,June,,
211549,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Single,Star,"$2,199.62",Standard,2013,12,December,,
948783,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,"$2,199.62",Standard,2015,2,February,,
630588,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,"$2,199.74",Standard,2016,1,January,,
912420,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,"$2,199.74",Standard,2016,6,June,,
439900,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Star,"$2,202.34",Standard,2017,3,March,,
842047,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Star,"$2,202.34",Standard,2016,2,February,2016,10
295205,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Star,"$2,203.44",Standard,2017,4,April,,
748055,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$2,203.44",Standard,2017,7,July,,
163639,Canada,Ontario,London,M5B 3E4,Male,College,,Single,Star,"$2,203.59",Standard,2017,1,January,,
800998,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Divorced,Star,"$2,213.19",Standard,2018,9,September,,
867532,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Divorced,Star,"$2,213.19",Standard,2017,8,August,,
169948,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,"$2,215.91",Standard,2016,2,February,,
432592,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,"$2,215.91",Standard,2013,1,January,,
697272,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,"$2,215.91",Standard,2014,5,May,,
737676,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$2,215.91",Standard,2018,11,November,,
127966,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Divorced,Star,"$2,217.66",Standard,2016,2,February,,
623008,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Divorced,Star,"$2,217.66",Standard,2018,5,May,,
267428,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,"$2,220.00",Standard,2017,1,January,,
498030,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,"$2,220.00",Standard,2013,10,October,,
194640,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Married,Star,"$2,220.19",Standard,2013,1,January,,
678514,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Star,"$2,220.19",Standard,2012,10,October,,
803830,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Single,Star,"$2,221.36",Standard,2016,3,March,,
986086,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Star,"$2,221.36",Standard,2016,2,February,,
462803,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,"$2,222.87",Standard,2015,5,May,,
614379,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Star,"$2,222.87",Standard,2014,2,February,,
303621,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,"$2,224.09",Standard,2014,8,August,2015,4
721377,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,"$2,224.09",Standard,2014,12,December,,
434215,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,"$2,224.56",Standard,2017,3,March,,
536671,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Single,Star,"$2,224.77",Standard,2014,11,November,,
970746,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,"$2,224.77",Standard,2014,8,August,,
185919,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,"$2,226.59",Standard,2013,11,November,,
128789,Canada,Alberta,Edmonton,T9G 1W3,Female,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2015,1,January,,
181423,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2013,8,August,,
203577,Canada,Ontario,Toronto,P1J 8T7,Female,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2015,4,April,,
242203,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2014,5,May,2016,4
247680,Canada,Alberta,Edmonton,T9G 1W3,Male,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2017,2,February,,
270862,Canada,Quebec,Montreal,H2T 9K8,Female,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2013,8,August,,
313185,Canada,British Columbia,Whistler,V6T 1Y8,Female,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2015,3,March,,
360942,Canada,Ontario,Toronto,M2M 7K8,Male,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2013,4,April,,
567412,Canada,Ontario,Toronto,P1L 8X8,Male,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2016,4,April,,
763806,Canada,Ontario,Toronto,M2M 7K8,Male,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2018,12,December,,
868912,Canada,Quebec,Montreal,H2T 9K8,Female,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2015,11,November,,
930209,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,"$127,574.00",Married,Star,"$2,227.07",Standard,2014,5,May,,
133732,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Single,Star,"$2,228.53",Standard,2013,9,September,,
169865,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,"$2,229.36",Standard,2013,3,March,2014,7
830673,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Star,"$2,229.36",Standard,2014,3,March,,
342569,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,"$2,230.28",Standard,2016,7,July,,
323043,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,"$2,230.76",Standard,2016,6,June,,
400985,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,"$2,230.76",Standard,2014,3,March,,
180484,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Married,Star,"$2,231.79",Standard,2014,1,January,2016,9
455941,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Married,Star,"$2,231.79",Standard,2012,5,May,,
393403,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Star,"$2,236.09",Standard,2015,8,August,,
790943,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Star,"$2,236.09",Standard,2018,10,October,,
137106,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,"$2,237.35",Standard,2013,8,August,,
646277,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Star,"$2,237.35",Standard,2016,4,April,,
796281,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,"$2,239.65",Standard,2016,9,September,,
807297,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,"$2,239.65",Standard,2016,4,April,,
150767,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Star,"$2,241.11",Standard,2018,12,December,,
451080,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Star,"$2,241.11",Standard,2018,9,September,,
290184,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Single,Star,"$2,241.46",Standard,2012,12,December,,
569236,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,"$2,241.46",Standard,2013,9,September,,
684835,Canada,Ontario,Toronto,P1W 1K4,Male,Doctor,"$73,871.00",Single,Star,"$2,242.09",Standard,2018,7,July,,
874336,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,"$73,871.00",Single,Star,"$2,242.09",Standard,2012,11,November,,
611618,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$2,242.23",Standard,2014,9,September,,
999986,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,"$46,594.00",Married,Nova,"$8,257.01",2018 Promotion,2018,2,February,,
755015,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Divorced,Star,"$2,242.24",Standard,2018,7,July,,
897673,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Divorced,Star,"$2,242.24",Standard,2017,9,September,2018,5
127725,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,"$2,242.57",Standard,2015,4,April,,
705453,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,"$2,242.57",Standard,2014,12,December,,
199809,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,"$2,243.47",Standard,2015,11,November,,
491391,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,"$2,243.47",Standard,2012,7,July,,
533470,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,"$2,243.47",Standard,2013,1,January,,
209729,Canada,Ontario,London,M5B 3E4,Female,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2016,4,April,,
311946,Canada,British Columbia,Victoria,V10 6T5,Female,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2018,7,July,,
415916,Canada,Ontario,Toronto,M2P 4F6,Female,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2017,8,August,,
523110,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2012,5,May,,
536848,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2014,11,November,2017,6
604436,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2018,10,October,,
608974,Canada,Alberta,Banff,T4V 1D4,Female,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2012,10,October,,
638253,Canada,Quebec,Hull,J8Y 3Z5,Female,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2015,11,November,,
686471,Canada,Ontario,Ottawa,K1G 4Z0,Male,Master,"$117,771.00",Single,Star,"$2,248.45",Standard,2014,10,October,,
849105,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,"$30,767.00",Married,Nova,"$8,264.75",2018 Promotion,2018,4,April,,
504455,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Divorced,Star,"$2,249.87",Standard,2018,6,June,2018,8
522251,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,"$2,252.42",Standard,2017,3,March,,
590098,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,"$2,252.42",Standard,2014,4,April,,
341904,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Star,"$2,254.40",Standard,2018,10,October,,
621180,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Star,"$2,254.40",Standard,2014,12,December,,
700245,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,"$2,254.93",Standard,2014,11,November,,
960195,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,"$2,254.93",Standard,2015,2,February,,
492165,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$74,560.00",Single,Star,"$2,255.31",Standard,2014,8,August,,
894041,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$74,560.00",Single,Star,"$2,255.31",Standard,2013,8,August,,
384286,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Star,"$2,258.79",Standard,2017,3,March,,
693045,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,"$2,258.79",Standard,2017,12,December,,
240829,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Star,"$2,263.28",Standard,2014,7,July,,
904300,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,"$2,263.28",Standard,2018,6,June,,
404720,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Divorced,Star,"$2,265.32",Standard,2016,5,May,,
508080,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Divorced,Star,"$2,265.32",Standard,2017,7,July,,
313544,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Star,"$2,267.60",Standard,2017,5,May,,
557723,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,"$2,267.60",Standard,2016,3,March,,
133066,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Star,"$2,269.84",Standard,2016,8,August,,
469532,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,"$2,269.84",Standard,2018,8,August,,
295578,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$2,272.31",Standard,2017,4,April,,
581682,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$2,272.31",Standard,2013,11,November,,
193781,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,"$53,005.00",Single,Star,"$2,272.34",Standard,2014,8,August,,
595323,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,"$53,005.00",Single,Star,"$2,272.34",Standard,2015,11,November,,
417721,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,"$2,272.45",Standard,2014,11,November,2015,7
287224,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,"$2,273.62",Standard,2012,9,September,,
516491,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,"$2,273.62",Standard,2014,9,September,,
287198,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,"$2,274.65",Standard,2013,3,March,,
825336,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,"$2,274.65",Standard,2015,7,July,,
792094,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,"$2,274.67",Standard,2014,4,April,2014,12
